Ano base,UF,Classe Substância,Substância Mineral,Unidade de Medida - Contido,Quantidade Produção - Minério ROM (t),Quantidade Contido,Indicação Contido,Quantidade Venda (t),Valor Venda (R$),Quantidade Transformação / Consumo / Utilização (t),Valor Transformação / Consumo / Utilização nesta mina (R$),Quantidade Transferência para Transformação / Utilização / Consumo (t),Valor Transferência para Transformação / Utilização / Consumo (R$)
2020.0,RJ,Não-Metálicos,Argilas,-,"1714944,780000",",000000000000000",,"91960,649999999994","713704,09000000008","22703,440000","90813,810000","1588258,600000","4320181,410000"
2020.0,RJ,Não-Metálicos,Areias Industriais,-,"35169,000000",",000000000000000",,"593695,88","847118,62",",000000",",000000",",000000",",000000"
2020.0,RN,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"72420,580000",",000000000000000",,"66153,910000000003","6054118,4300000006",",000000",",000000",",000000",",000000"
2020.0,RN,Metálicos,Tungstênio,t,"64897,360000","370,610000000000000",WO3,0,0,",000000",",000000",",000000",",000000"
2020.0,RN,Não-Metálicos,Dolomito e Magnesita,-,"38017,220000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,RN,Não-Metálicos,Saibro,-,"201725,200000",",000000000000000",,"27839,200000000001",78010,",000000",",000000","173886,000000","136979,400000"
2020.0,RN,Não-Metálicos,Areia,-,"365909,800000",",000000000000000",,"314309,77000000002","3546020,3899999997",",000000",",000000","46619,000000","111072,500000"
2020.0,RN,Não-Metálicos,Caulim,-,"85487,000000",",000000000000000",,"85590,339999999997",3993777,",000000",",000000",",000000",",000000"
2020.0,RN,Não-Metálicos,Mica,-,"28,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,RN,Não-Metálicos,Rochas Ornamentais - Outras,-,"7579,950000",",000000000000000",,"8133,5500000000002","6620231,0299999993",",000000",",000000",",000000",",000000"
2020.0,RN,Não-Metálicos,Areias Industriais,-,"2497,000000",",000000000000000",,1737,"60795,349999999999",",000000",",000000",",000000",",000000"
2020.0,RN,Não-Metálicos,Diatomita,-,"370,000000",",000000000000000",,384,66630,",000000",",000000",",000000",",000000"
2020.0,RN,Não-Metálicos,Argilas,-,"397119,000000",",000000000000000",,"327775,17000000004","1197768,55","43728,200000","254977,420000",",000000",",000000"
2020.0,RN,Gemas e Diamantes,Gemas,kg,"9493,740000","46,404000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,RN,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"1252416,120000",",000000000000000",,215374,"818658,69999999995",",000000",",000000",",000000",",000000"
2020.0,RN,Metálicos,Tântalo,t,"50,000000",",005000000000000",Ta2O5,0,0,",000000",",000000",",000000",",000000"
2020.0,RN,Não-Metálicos,Gipsita,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,RN,Não-Metálicos,Rochas Ornamentais,-,"52673,050000",",000000000000000",,"34033,620000000003","20881607,759999998",",000000",",000000","14715,430000","2736287,370000"
2020.0,RN,Metálicos,Ferro,t,"2412,480000","887,310000000000000",Fe,"2412,48","39082,18",",000000",",000000",",000000",",000000"
2020.0,RN,Não-Metálicos,Calcário,-,"3056056,640000",",000000000000000",,"397034,67999999999","5253741,3600000003",",000000",",000000","2335524,000000","35537201,030000"
2020.0,RO,Metálicos,Tântalo,t,"71262,100000","1,345576000000000",Ta2O5,0,0,",000000",",000000",",000000",",000000"
2020.0,RO,Não-Metálicos,Areia,-,"292213,870000",",000000000000000",,"247408,14999999997","7866114,4500000002","9555,720000","292857,010000","8031,000000","160620,000000"
2020.0,RO,Metálicos,Manganês,t,",000000",",000000000000000",Mn,0,0,",000000",",000000",",000000",",000000"
2020.0,RO,Metálicos,Chumbo,t,"94462,000000","1058,900000000000000",Pb,0,0,",000000",",000000",",000000",",000000"
2020.0,RO,Metálicos,Estanho,kg,"14636966,750000","6204451,600000000000000",Sn,"518,79999999999995","29716763,52",",000000",",000000",",000000",",000000"
2020.0,RO,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"13898085,110000",",000000000000000",,"767174,53000000003","22894226,880000003","12342000,020000",",110000","12372450,000000",",110000"
2020.0,RO,Não-Metálicos,Calcário,-,"1002652,000000",",000000000000000",,"799349,56000000006","23788088,359999999",",000000",",000000","181505,000000","635265,000000"
2020.0,RO,Gemas e Diamantes,Gemas,kg,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,RO,Não-Metálicos,Saibro,-,"38883,000000",",000000000000000",,38883,194415,",000000",",000000",",000000",",000000"
2020.0,RO,Metálicos,Ouro,kg,"7509302,250000","1415,328620000000000",Au,0,0,",000000",",000000",",010000",",000000"
2020.0,RO,Metálicos,Titânio,t,"1425242,000000","2,770000000000000",TiO2,0,0,",000000",",000000",",000000",",000000"
2020.0,RO,Não-Metálicos,Argilas,-,"378231,490000",",000000000000000",,"108323,06999999999","1335090,97","34664,540000","143348,850000","276240,670000","5369580,320000"
2020.0,RO,Metálicos,Nióbio,t,"8666683,160000","2049,304384000000000",Nb2O5,"487,62","27836729,390000001",",000000",",000000",",000000",",000000"
2020.0,RO,Não-Metálicos,Rochas Ornamentais,-,"110057,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,RO,Metálicos,Zinco,t,"94462,000000","5824,170000000000000",Zn,0,0,",000000",",000000",",000000",",000000"
2020.0,RR,Não-Metálicos,Rochas Ornamentais,-,"234,000000",",000000000000000",,234,"9251,8799999999992",",000000",",000000",",000000",",000000"
2020.0,RR,Não-Metálicos,Argilas,-,"310690,000000",",000000000000000",,310690,"890849,69999999995","370,000000","2150,000000","370,000000","2150,000000"
2020.0,RR,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"515504,800000",",000000000000000",,"242353,76999999999","1094378,74",",000000",",000000",",000000",",000000"
2020.0,RR,Metálicos,Ouro,kg,",000000",",000000000000000",Au,0,0,",000000",",000000",",000000",",000000"
2020.0,RR,Não-Metálicos,Areia,-,"249591,600000",",000000000000000",,"249591,60000000003","2990060,5200000005","600,000000","200,000000","600,000000","200,000000"
2020.0,RS,Não-Metálicos,Talco e outras Cargas Minerais,-,"1372,000000",",000000000000000",,1372,87446,",000000",",000000",",000000",",000000"
2020.0,RS,Não-Metálicos,Caulim,-,"232558,150000",",000000000000000",,"15160,25","616091,90000000002",",000000",",000000","96720,000000","1473593,080000"
2020.0,RS,Não-Metálicos,"Geodos, Ágatas, Calcedônia, etc",t,"28352,680000","8046,159000000000000",,"27301,029999999999","43298770,25",",000000",",000000",",000000",",000000"
2020.0,RS,Gemas e Diamantes,Gemas,kg,"135,620000","2,000000000000000",,"135,62","226356,69999999998",",000000",",000000",",000000",",000000"
2020.0,RS,Não-Metálicos,Rochas Ornamentais,-,"65477,410000",",000000000000000",,"64367,380000000012","11469896,93",",000000",",000000","150,000000","11750,000000"
2020.0,RS,Não-Metálicos,Calcário,-,"3965663,620000",",000000000000000",,"1672751,45","16463283,859999999",",000000",",000000",",000000",",000000"
2020.0,RS,Metálicos,Prata,kg,",000000",",000000000000000",Ag,0,0,",000000",",000000",",000000",",000000"
2020.0,RS,Não-Metálicos,Areia,-,"9933602,830000",",000000000000000",,"9791449,1899999995","124287353,19999997","6359,000000","198698,500000","171384,120000","2493780,920000"
2020.0,RS,Metálicos,Chumbo,t,",000000",",000000000000000",Pb,0,0,",000000",",000000",",000000",",000000"
2020.0,RS,Não-Metálicos,Areias Industriais,-,"1200,000000",",000000000000000",,1200,43200,",000000",",000000",",000000",",000000"
2020.0,RS,Metálicos,Cobre,t,",000000",",000000000000000",Cu,0,0,",000000",",000000",",000000",",000000"
2020.0,RS,Energéticos,Carvão Mineral,-,"4673615,670000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,RS,Metálicos,Ouro,kg,",000000",",000000000000000",Au,0,0,",000000",",000000",",000000",",000000"
2020.0,RS,Não-Metálicos,Argilas,-,"3199974,306000",",000000000000000",,"931512,93599999987","11890335,282","482789,830000","4902883,440000","1723917,290000","7979912,361000"
2020.0,RS,Não-Metálicos,Saibro,-,"13181275,174000",",000000000000000",,"1390893,9340000001","18281271,758000001","97414,520000","1761494,700000","460848,320000","2169345,059000"
2020.0,RS,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"22062669,173859",",000000000000000",,"1215071,335279","17734127,826064002","27229,630000","659490,000000","731109,150000","7337359,450000"
2020.0,RS,Não-Metálicos,Rochas Ornamentais - Outras,-,"371398,996141",",000000000000000",,"319624,04472100001","25473516,383936003","12910,830000","323554,000000","17910,390000","352875,830000"
2020.0,SC,Não-Metálicos,Quartzo (Cristal) e outros Piezelétricos,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,SC,Não-Metálicos,Rochas Ornamentais - Outras,-,"66579,145000",",000000000000000",,"22097,773999999998","2159221,2920000004",",000000",",000000",",000000",",000000"
2020.0,SC,Não-Metálicos,Minerais Industriais (Outros),t,",090000",",009000000000000",,"8,9999999999999997E-2",9000,",000000",",000000",",000000",",000000"
2020.0,SC,Energéticos,Turfa,-,"37157,460000",",000000000000000",,"9983,5799999999999","1235086,46","518,460000","11883,680000",",000000",",000000"
2020.0,SC,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"127021,980000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,SC,Não-Metálicos,Saibro,-,"3653841,300000",",000000000000000",,"2005371,3299999998","21547665,800000004","200699,290000","993293,500000","636255,450000","2778341,560000"
2020.0,SC,Não-Metálicos,Enxofre,-,"2572,000000",",000000000000000",S,0,0,",000000",",000000",",000000",",000000"
2020.0,SC,Não-Metálicos,Areia,-,"6857533,620000",",000000000000000",,"5986847,6500000004","121999710,56999999","10930,000000","147224,420000","26309,440000","422206,000000"
2020.0,SC,Não-Metálicos,Rochas Ornamentais,-,"10707,040000",",000000000000000",,"10552,02","1202127,1899999999","28,000000","2000,000000",",000000",",000000"
2020.0,SC,Não-Metálicos,Fluorita e Criolita,t,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,SC,Não-Metálicos,Argilas,-,"5300189,400000",",000000000000000",,"3588160,1499999994","32971660,259999994","59728,350000","296255,140000","1490702,910000","21512517,930000"
2020.0,SC,Não-Metálicos,Caulim,-,"148077,440000",",000000000000000",,"110509,24000000001","6217929,5800000001",",000000",",000000","8323,260000","130260,860000"
2020.0,SC,Não-Metálicos,Calcário,-,"2116440,570000",",000000000000000",,"141772,81","624912,23999999999",",000000",",000000","14540,000000","1166913,000000"
2020.0,SC,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"27228607,695000",",000000000000000",,"2380308,3360000001","50638935,977999985","443964,700000","3615535,430000","1098695,400000","8468969,790000"
2020.0,SC,Não-Metálicos,Areias Industriais,-,"1068516,130000",",000000000000000",,"2404,0100000000002","394423,75","25,000000","350,000000",",000000",",000000"
2020.0,SC,Energéticos,Carvão Mineral,-,"5606687,440000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,SC,Metálicos,Alumínio (Bauxita),t,"2286,000000","1028,700000000000000",Al2O3,2286,80010,",000000",",000000",",000000",",000000"
2020.0,SE,Não-Metálicos,Areias Industriais,-,"50274,490000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,SE,Não-Metálicos,Saibro,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,SE,Não-Metálicos,Areia,-,"228329,360000",",000000000000000",,"227847,76000000004","2855817,2799999998",",000000",",000000",",000000",",000000"
2020.0,SE,Não-Metálicos,Talco e outras Cargas Minerais,-,"24708,200000",",000000000000000",,0,0,",000000",",000000","43443,060000","399379,380000"
2020.0,SE,Não-Metálicos,Calcário,-,"3490626,810000",",000000000000000",,"70702,809999999998","3016175,3300000001","30542,070000","2771955,890000","85150,070000","4133067,470000"
2020.0,SE,Não-Metálicos,Argilas,-,"791565,500000",",000000000000000",,"350634,02000000002","3154311,9100000001","11376,260000","55248,940000","289851,710000","1345241,720000"
2020.0,SE,Não-Metálicos,Potássio,t,"1841785,700000","437864,530000000000000",K2O,0,0,",000000",",000000",",000000",",000000"
2020.0,SE,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"1240394,280000",",000000000000000",,"236009,80999999997","2006191,22",",000000",",000000",",000000",",000000"
2020.0,SP,Não-Metálicos,Areias Industriais,-,"6421408,890000",",000000000000000",,"1138952,3799999999","35728507,409999996",",000000",",000000",",000000",",000000"
2020.0,SP,Não-Metálicos,Rochas Ornamentais,-,"13751,485000",",000000000000000",,"13749,484999999999","2124741,1600000001",",000000",",000000",",000000",",000000"
2020.0,SP,Não-Metálicos,Potássio,t,",000000",",000000000000000",K2O,0,0,",000000",",000000",",000000",",000000"
2020.0,SP,Não-Metálicos,Minerais Industriais (Outros),t,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,SP,Não-Metálicos,Fosfato,t,"2996885,410000","148816,020000000000000",P2O5,"40470,720000000001","495776,04999999999",",000000",",000000",",000000",",000000"
2020.0,SP,Metálicos,Manganês,t,",000000",",000000000000000",Mn,0,0,",000000",",000000",",000000",",000000"
2020.0,SP,Não-Metálicos,Areia,-,"33550267,420000",",000000000000000",,"19136881,07999998","347522520,56999946","6517,710000","66212,520000","261009,240000","1612596,130000"
2020.0,SP,Metálicos,Estanho,kg,",000000",",000000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2020.0,SP,Não-Metálicos,Argilas,-,"11848848,810000",",000000000000000",,"8234047,1800000016","122629447,11000001","338077,630000","1925827,460000","2157507,850000","16694611,640000"
2020.0,SP,Não-Metálicos,Calcário,-,"10905384,759400",",000000000000000",,"514484,60200000001","2426377,0395","485,000000","485,000000","4710914,390000","94939836,080000"
2020.0,SP,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"70522377,195600",",000000000000000",,"2937906,4750000006","87722074,559999958","4466,000000","38770,000000","1851362,280000","67017828,240000"
2020.0,SP,Energéticos,Turfa,-,"64847,160000",",000000000000000",,"38419,529999999999","7600812,7699999996",",000000",",000000",",000000",",000000"
2020.0,SP,Não-Metálicos,Talco e outras Cargas Minerais,-,"2181929,970000",",000000000000000",,"552988,59999999998","21415395,160000004",",000000",",000000","152,600000","1539,370000"
2020.0,SP,Não-Metálicos,Saibro,-,"261929,080000",",000000000000000",,"257193,38","3364397,6099999999",",000000",",000000",",000000",",000000"
2020.0,SP,Metálicos,Zircônio,t,",000000",",000000000000000",ZrSiO4,0,0,",000000",",000000",",000000",",000000"
2020.0,SP,Não-Metálicos,Dolomito e Magnesita,-,"896486,200000",",000000000000000",,"249943,07799999998","3683552,9004999995",",000000",",000000",",000000",",000000"
2020.0,SP,Não-Metálicos,Caulim,-,"109162,470000",",000000000000000",,"5832,3199999999997","171815,5",",000000",",000000","8542,000000","42710,000000"
2020.0,SP,Metálicos,Alumínio (Bauxita),t,"701071,870000","279640,430000000000000",Al2O3,"327013,88","13159173,120000001",",000000",",000000",",000000",",000000"
2020.0,SP,Não-Metálicos,Rochas Ornamentais - Outras,-,"7455,490000",",000000000000000",,"7455,4899999999998",556862,",000000",",000000",",000000",",000000"
2020.0,SP,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"2690,080000",",000000000000000",,110,5500,",000000",",000000",",000000",",000000"
2020.0,TO,Não-Metálicos,Rochas Ornamentais,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,TO,Não-Metálicos,Dolomito e Magnesita,-,"2060901,810000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,TO,Não-Metálicos,Minerais Industriais (Outros),-,"15,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2020.0,TO,Metálicos,Manganês,t,"85000,000000","18000,000000000000000",Mn,0,0,",000000",",000000",",000000",",000000"
2020.0,TO,Metálicos,Ouro,kg,"6659,520000","12,710730000000000",Au,0,0,",000000",",000000",",000000",",000000"
2020.0,TO,Não-Metálicos,Calcário,-,"5557934,449200",",000000000000000",,"171806,625","171806,625",",000000",",000000",",000000",",000000"
2020.0,TO,Não-Metálicos,Fosfato,t,"147902,160000","13127,160000000000000",P2O5,0,0,",000000",",000000",",000000",",000000"
2020.0,TO,Não-Metálicos,Saibro,-,"838,170000",",000000000000000",,"838,16999999999996","29508,080000000002",",000000",",000000",",000000",",000000"
2020.0,TO,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"702565,450800",",000000000000000",,"67826,865000000005","2153402,8450000002",",000000",",000000",",000000",",000000"
2020.0,TO,Não-Metálicos,Areias Industriais,-,"51591,200000",",000000000000000",,455,7000,",000000",",000000",",000000",",000000"
2020.0,TO,Não-Metálicos,Argilas,-,"150504,940000",",000000000000000",,"16022,4",192560,"134968,540000","854414,600000","3294,000000","68290,320000"
2020.0,TO,Não-Metálicos,Areia,-,"275870,640000",",000000000000000",,"195111,01999999999","5213015,3300000001",",000000",",000000",",000000",",000000"
2020.0,TO,Não-Metálicos,Talco e outras Cargas Minerais,-,",000000",",000000000000000",,"17,949999999999999","73542,240000000005",",000000",",000000",",000000",",000000"
2020.0,TO,Não-Metálicos,Gipsita,-,"40913,880000",",000000000000000",,"40913,879999999997","654622,07999999996",",000000",",000000",",000000",",000000"
2021.0,AC,Não-Metálicos,Areia,-,"294365,500000",",000000000000000",,"159021,11000000002","1635733,75",",000000",",000000","111500,000000","146000,000000"
2021.0,AC,Não-Metálicos,Argilas,-,"12703,040000",",000000000000000",,"13051,959999999999","516435,38",",000000",",000000",",000000",",000000"
2021.0,AC,Não-Metálicos,Rochas (Britadas) e Cascalho,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,AL,Não-Metálicos,Talco e outras Cargas Minerais,-,"8300,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,AL,Não-Metálicos,Saibro,-,"48326,680000",",000000000000000",,"47142,449999999997","191894,64999999999",",000000",",000000","1310,680000","26381,000000"
2021.0,AL,Não-Metálicos,Rochas Ornamentais - Outras,-,"55860,420000",",000000000000000",,"41356,729999999996","3509291,7999999998","14503,690000","508781,550000",",000000",",000000"
2021.0,AL,Metálicos,Cobre,t,"2188083,540000","13744,310000000000000",Cu,0,"0,12",",000000",",000000",",000000",",000000"
2021.0,AL,Não-Metálicos,Sal,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,AL,Não-Metálicos,Areias Industriais,-,"79,690000",",000000000000000",,"79,689999999999998","25609,650000000001",",000000",",000000",",000000",",000000"
2021.0,AL,Não-Metálicos,Argilas,-,"1047279,150000",",000000000000000",,"252447,95999999999","3449432,1000000001",",000000",",000000","156817,930000","884063,430000"
2021.0,AL,Não-Metálicos,Amianto,t,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,AL,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"2682239,980000",",000000000000000",,"1023057,2300000001","20070285,41",",000000",",000000","25437,000000","63857,650000"
2021.0,AL,Não-Metálicos,Areia,-,"630919,280000",",000000000000000",,"608500,72000000009","20479807,610000003",",000000",",000000","11300,000000","19941,170000"
2021.0,AL,Não-Metálicos,Calcário,-,"767191,940000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,AM,Não-Metálicos,Areia,-,"39486,560000",",000000000000000",,"31830,559999999998","815591,01000000001","500,000000","22500,000000","7156,000000","373119,000000"
2021.0,AM,Não-Metálicos,Argilas,-,"154030,440000",",000000000000000",,0,0,",000000",",000000","153939,100000","1502750,540000"
2021.0,AM,Não-Metálicos,Saibro,-,"37213,750000",",000000000000000",,"37213,75","111641,25",",000000",",000000",",000000",",000000"
2021.0,AM,Metálicos,Estanho,kg,"7446211,600000","12658560,000000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2021.0,AM,Não-Metálicos,Calcário,-,"1049,870000",",000000000000000",,"1049,8699999999999","24682,439999999999",",000000",",000000",",000000",",000000"
2021.0,AM,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"1035536,450000",",000000000000000",,"11629,17","1335356,2",",000000",",000000","24400,000000","292800,000000"
2021.0,AM,Metálicos,Ouro,kg,"184153,510000","184,153510000000000",Au,0,0,",000000",",000000",",000000",",000000"
2021.0,AP,Não-Metálicos,Saibro,-,"91372,980000",",000000000000000",,"91372,979999999996","361126,25",",000000",",000000",",000000",",000000"
2021.0,AP,Não-Metálicos,Caulim,-,"435527,620000",",000000000000000",,0,0,"435527,620000","12,000000","435527,620000","12,000000"
2021.0,AP,Metálicos,Ouro,kg,"1534102,150000","2935,470830000000000",Au,0,0,",000000",",000000",",000000",",000000"
2021.0,AP,Metálicos,Ferro,t,"324433,000000","190215,070000000000000",Fe,0,0,",000000",",000000",",000000",",000000"
2021.0,AP,Não-Metálicos,Areia,-,"436332,920000",",000000000000000",,"436332,92000000004","6910513,6899999995",",000000",",000000",",000000",",000000"
2021.0,AP,Não-Metálicos,Argilas,-,"18299,470000",",000000000000000",,0,0,"18299,470000","4957875,030000",",000000",",000000"
2021.0,AP,Metálicos,Manganês,t,",000000",",000000000000000",Mn,0,0,",000000",",000000",",000000",",000000"
2021.0,AP,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"347881,120000",",000000000000000",,"42554,030000000006","2319840,29",",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,Grafita,t,"385646,000000","20460,000000000000000",,385645,4627740,",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,Diatomita,-,"10350,000000",",000000000000000",,0,0,",000000",",000000","12320,900000","1824163,180000"
2021.0,BA,Não-Metálicos,Caulim,-,"46578,390000",",000000000000000",,13043,229498,",000000",",000000","33535,390000","547812,430000"
2021.0,BA,Não-Metálicos,Saibro,-,"128206,750000",",000000000000000",,"38507,150000000001","578942,96999999997","35383,000000","44229,000000","52515,570000","128663,140000"
2021.0,BA,Metálicos,Cobre,t,"2258806,790000","47324,000000000000000",Cu,0,0,",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,Fosfato,t,"668270,880000","200346,970000000000000",P2O5,"15597,879999999999","1383127,75",",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,Gipsita,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,Areias Industriais,-,"805958,140000",",000000000000000",,"465134,69999999995","21310861,070000008",",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,Quartzo (Cristal) e outros Piezelétricos,-,"3187,010000",",000000000000000",,"3166,0100000000002","1477993,3999999999",",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,Rochas Ornamentais - Outras,-,"10371,160000",",000000000000000",,"8527,6399999999994","5234991,3399999999",",000000",",000000","220,490000","193886,910000"
2021.0,BA,Metálicos,Ferro,t,"3358192,320000","2026876,790000000000000",Fe,0,0,",000000",",000000",",000000",",000000"
2021.0,BA,Metálicos,Manganês,t,"61204,260000","60350,780000000000000",Mn,"5700,79","965960,59999999998",",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,Areia,-,"2687095,820000",",000000000000000",,"2588764,7700000005","40291682,939999998","11270,800000","634586,000000","25160,000000","164206,520000"
2021.0,BA,Não-Metálicos,Calcário,-,"3255461,480000",",000000000000000",,"271319,53000000003","4841931,3600000013",",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"22301,720000",",000000000000000",,"21914,530000000002","17652587,91",",000000",",000000",",000000",",000000"
2021.0,BA,Metálicos,Tântalo,t,"2000,000000","1,700000000000000",Ta2O5,2000,17000,",000000",",000000",",000000",",000000"
2021.0,BA,Gemas e Diamantes,Diamante,ct,"931864,000000","97427,000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,BA,Metálicos,Vanádio,t,"1248967,150000","17356,880000000000000",V,0,0,",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"11433385,210000",",000000000000000",,"689654,80999999994","28515244,649999999","7141,600000","12,000000","749292,200000","845344,340000"
2021.0,BA,Não-Metálicos,Sal,-,"534277,630000",",000000000000000",,0,0,",000000",",000000","534277,630000","80979180,490000"
2021.0,BA,Gemas e Diamantes,Gemas,kg,"225,490000","215490,100000000000000",,"215,47999999999999","7364101,0100000007",",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,Rochas Ornamentais,-,"1563348,140000",",000000000000000",,"845923,62000000011","464572188,62999994",",000000",",000000","2196,240000","3481391,740000"
2021.0,BA,Não-Metálicos,Dolomito e Magnesita,-,"2021192,520000",",000000000000000",,"221192,91","12849701,32",",000000",",000000","182464,860000","6754880,330000"
2021.0,BA,Metálicos,Cromo,t,"1431207,080000","260128,210000000000000",Cr2O3,0,0,",000000",",000000",",000000",",000000"
2021.0,BA,Metálicos,Níquel,t,"6281020,280000","31530,720000000000000",Ni,"0,12","0,12",",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,Bário,t,"27040,840000","23294,080000000000000",BaSO4,26428,"8779040,4499999993",",000000",",000000",",000000",",000000"
2021.0,BA,Metálicos,Ouro,kg,"4203737,000000","10882,005550000000000",Au,0,0,",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,Argilas,-,"1745478,330000",",000000000000000",,"342715,58999999997","7392966,6600000001","200957,330000","6149550,180000","1143373,790000","3332361,420000"
2021.0,BA,Metálicos,Titânio,t,"780,000000","750,000000000000000",TiO2,"778,07000000000005","4414240,6600000001",",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,Talco e outras Cargas Minerais,-,"171574,350000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,BA,Não-Metálicos,"Geodos, Ágatas, Calcedônia, etc",t,"2147,840000","443,002000000000000",,"1063,04","2715540,5",",000000",",000000",",000000",",000000"
2021.0,CE,Não-Metálicos,Dolomito e Magnesita,-,"208538,120000",",000000000000000",,"208538,12","7929533,2800000003",",000000",",000000",",000000",",000000"
2021.0,CE,Não-Metálicos,Argilas,-,"1754637,630000",",000000000000000",,"792685,6399999999","2141612,96","58472,800000","85570,000000","1298837,120000","3444519,860000"
2021.0,CE,Metálicos,Manganês,t,"288756,540000","45220,000000000000000",Mn,0,0,",000000",",000000",",000000",",000000"
2021.0,CE,Não-Metálicos,Gipsita,-,"47626,810000",",000000000000000",,"47626,809999999998","1910081,78",",000000",",000000",",000000",",000000"
2021.0,CE,Não-Metálicos,Saibro,-,"186274,530000",",000000000000000",,"313546,5","408699,25",",000000",",000000",",000000",",000000"
2021.0,CE,Não-Metálicos,Rochas Ornamentais - Outras,-,"2050,230000",",000000000000000",,"1726,23","2911124,8700000001",",000000",",000000",",000000",",000000"
2021.0,CE,Não-Metálicos,Areias Industriais,-,"53299,070000",",000000000000000",,"8315,0100000000002","21229720,34",",000000",",000000","20726,020000","107741,550000"
2021.0,CE,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"4240396,350000",",000000000000000",,"329500,84000000003","2055782,5",",000000",",000000","27348,040000","884375,420000"
2021.0,CE,Não-Metálicos,Areia,-,"900928,660000",",000000000000000",,"1007268,6999999998","12596193,470000003",",000000",",000000","8104,000000","28275,500000"
2021.0,CE,Metálicos,Ferro,t,"52340,700000","31577,400000000000000",Fe,"48511,940000000002","22958131,890000001",",000000",",000000",",000000",",000000"
2021.0,CE,Não-Metálicos,Rochas Ornamentais,-,"172972,360000",",000000000000000",,"140932,76000000004","283252060,82000005",",000000",",000000","1519,130000","857332,800000"
2021.0,CE,Não-Metálicos,Talco e outras Cargas Minerais,-,"31949,000000",",000000000000000",,"31709,310000000001","1448750,28",",000000",",000000",",000000",",000000"
