Ano base,UF,Classe Substância,Substância Mineral,Unidade de Medida - Contido,Quantidade Produção - Minério ROM (t),Quantidade Contido,Indicação Contido,Quantidade Venda (t),Valor Venda (R$),Quantidade Transformação / Consumo / Utilização (t),Valor Transformação / Consumo / Utilização nesta mina (R$),Quantidade Transferência para Transformação / Utilização / Consumo (t),Valor Transferência para Transformação / Utilização / Consumo (R$)
2016.0,GO,Não-Metálicos,Fosfato,t,"10097365,120000","1366931,390000000000000",P2O5,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Gemas e Diamantes,Diamante,ct,"6270,000000","40,480000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Não-Metálicos,Calcário,-,"6672509,152800",",000000000000000",,"16721,830000000002","269417,09999999998",",000000",",000000",",000000",",000000"
2016.0,GO,Não-Metálicos,Saibro,-,"9371,810000",",000000000000000",,3280,"21153,599999999999",",000000",",000000",",000000",",000000"
2016.0,GO,Metálicos,Níquel,t,"5900005,940000","94606,840000000000000",Ni,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Metálicos,Ouro,kg,"16137528,500000","10093,411000000000000",Au,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Não-Metálicos,Vermiculita e Perlita,t,"467377,000000","211958,480000000000000",,0,0,",000000",",000000","3420,000000","30510,000000"
2016.0,GO,Não-Metálicos,Caulim,-,"894,000000",",000000000000000",,580,"17316,48",",000000",",000000","314,000000","2041,000000"
2016.0,GO,Não-Metálicos,Areias Industriais,-,"1548,230000",",000000000000000",,0,0,",000000",",000000","1548,230000","31126,420000"
2016.0,GO,Metálicos,Alumínio (Bauxita),t,"736510,100000","391826,650000000000000",Al2O3,"780,11000000000001","30088,84",",000000",",000000","22339,410000","580824,660000"
2016.0,GO,Não-Metálicos,Areia,-,"1609217,420000",",000000000000000",,"956634,78000000003","22371621,079999994",",000000",",000000",",000000",",000000"
2016.0,GO,Gemas e Diamantes,Gemas,kg,",300000",",000100000000000",,"0,29999999999999999",60000,",000000",",000000",",000000",",000000"
2016.0,GO,Metálicos,Prata,kg,"14440035,050000","2448,752520000000000",Ag,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Não-Metálicos,Rochas Ornamentais,-,"469648,300000",",000000000000000",,"456410,55000000005","3947814,1699999999",",000000",",000000","12885,030000","4171612,220000"
2016.0,GO,Metálicos,Titânio,t,",000000",",000000000000000",TiO2,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Não-Metálicos,Dolomito e Magnesita,-,"487124,680000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Não-Metálicos,Rochas Ornamentais - Outras,-,"50,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,GO,Metálicos,Nióbio,t,"6295065,720000","48870,002990000000000",Nb2O5,0,0,",000000",",000000",",000000",",000000"
2016.0,MA,Não-Metálicos,Calcário,-,"331211,030000",",000000000000000",,"272554,03000000003","10255820,5",",000000",",000000",",000000",",000000"
2016.0,MA,Não-Metálicos,Areia,-,"1054772,130000",",000000000000000",,"1025625,02","11741431,729999999","7433,010000","55949,860000",",000000",",000000"
2016.0,MA,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"3775692,810000",",000000000000000",,"69300,059999999998","1884878,72","278,340000","9936,160000",",000000",",000000"
2016.0,MA,Metálicos,Ouro,kg,",000000",",000000000000000",Au,0,0,",000000",",000000",",000000",",000000"
2016.0,MA,Não-Metálicos,Caulim,-,"41362,000000",",000000000000000",,41362,"1062176,1599999999",",000000",",000000",",000000",",000000"
2016.0,MA,Não-Metálicos,Gipsita,-,"386633,000000",",000000000000000",,"343563,20000000001","13955022,58",",000000",",000000","26032,850000","444564,950000"
2016.0,MA,Não-Metálicos,Argilas,-,"1199144,380000",",000000000000000",,454058,"3946784,9399999999","107050,050000","594057,380000","455042,510000","4400608,960000"
2016.0,MG,Não-Metálicos,Calcário,-,"44027595,536000",",000000000000000",,"4648804,3799999999","51302093,310000002","1329856,600000","6308814,130000","3305452,120000","2686517,860000"
2016.0,MG,Não-Metálicos,Bário,t,"3297810,000000","631788,870000000000000",BaSO4,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Metálicos,Nióbio,t,"3297810,000000","90535,420000000000000",Nb2O5,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Metálicos,Níquel,t,",000000",",000000000000000",Ni,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Metálicos,Estanho,kg,"710880,440000","426528,270000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Não-Metálicos,Potássio,t,"250,000000","30,000000000000000",K2O,"4747,3100000000004","142419,29999999999",",000000",",000000",",000000",",000000"
2016.0,MG,Não-Metálicos,Quartzo (Cristal) e outros Piezelétricos,-,"4215,910000",",000000000000000",,"2440,1700000000001","558845,40000000002",",000000",",000000",",000000",",000000"
2016.0,MG,Metálicos,Tântalo,t,"702805,440000","491,963810000000000",Ta2O5,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"76241,830000","24,750000000000000",,"60719,960000000006","14538815,609999999",",000000",",000000","4743,840000","314857,560000"
2016.0,MG,Não-Metálicos,Talco e outras Cargas Minerais,-,"406798,790000",",000000000000000",,"168343,34","8666285,1900000013",",000000",",000000","10537,110000","188695,710000"
2016.0,MG,Metálicos,Alumínio (Bauxita),t,"3130731,330000","1251880,740000000000000",Al2O3,"565634,38000000012","17206838,220000003",",000000",",000000","127164,660000","7965689,140000"
2016.0,MG,Não-Metálicos,Cianita e outros minerais refratários,-,"42,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Metálicos,Prata,kg,"47235040,560000","6278,399400000000000",Ag,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Não-Metálicos,Rochas Ornamentais - Outras,-,"28043,440000",",000000000000000",,"29313,270000000004","8245933,1800000006",",000000",",000000",",000000",",000000"
2016.0,MG,Metálicos,Lítio,t,"44572,000000","595,320000000000000",Li2O,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Não-Metálicos,Fosfato,t,"17884495,110000","1715692,230000000000000",P2O5,"17506,240000000002","3167893,9399999999",",000000",",000000",",000000",",000000"
2016.0,MG,Gemas e Diamantes,Gemas,kg,"289003,430000","5115,802170000000000",,"24846,989999999998","23564185,460000001",",000000",",000000","20973,600000",",270000"
2016.0,MG,Metálicos,Chumbo,t,"2235370,010000","11588,550000000000000",Pb,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Não-Metálicos,Areia,-,"5007262,600000",",000000000000000",,"4377302,5","84149896,449999988","33808,800000","1306693,570000","34469,650000","730588,880000"
2016.0,MG,Não-Metálicos,Caulim,-,"137309,190000",",000000000000000",,"132156,19","15025984,83",",000000",",000000","8501,030000","196785,700000"
2016.0,MG,Não-Metálicos,Rochas Ornamentais,-,"922323,060000",",000000000000000",,"737493,3399999995","281211265,54000002","797,150000","749353,860000","101744,080000","26519116,550000"
2016.0,MG,Metálicos,Cromo,t,",000000",",000000000000000",Cr2O3,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Gemas e Diamantes,Diamante,ct,"400252,380000","3787,490000000000000",,44468,"1342999,4299999999","750,000000","15000,000000","43000,000000","1202999,430000"
2016.0,MG,Não-Metálicos,Mica,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Metálicos,Manganês,t,"170815,600000","30439,980000000000000",Mn,"75948,279999999999","8661229,3499999996",",000000",",000000",",000000",",000000"
2016.0,MG,Metálicos,Berílio,t,"1985,000000","192,000000000000000",BeO,"615,13999999999999",83270,",000000",",000000",",000000",",000000"
2016.0,MG,Não-Metálicos,Grafita,t,"1208606,220000","75317,180000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Metálicos,Ferro,t,"384471056,650000","197016584,810000000000000",Fe,"3691452,6699999995","129282859,30000003",",000000",",000000","18781,570000","262941,980000"
2016.0,MG,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"17150611,454000",",000000000000000",,"1151902,49","15671677,630000003","99718,000000","279337,980000","49844,080000","571320,580000"
2016.0,MG,Metálicos,Titânio,t,"8567242,000000","1285600,330000000000000",TiO2,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Metálicos,Zircônio,t,",000000",",000000000000000",ZrSiO4,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Não-Metálicos,Argilas,-,"3218331,320000",",000000000000000",,"1558746,7899999996","16891569,329999998","92236,670000","1589284,080000","808415,210000","6686382,820000"
2016.0,MG,Metálicos,Zinco,t,"2414052,010000","135510,150000000000000",Zn,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Não-Metálicos,Saibro,-,"345690,360000",",000000000000000",,"164955,41","1571663,5700000001","421,080000","8640,870000","16739,280000","32503,280000"
2016.0,MG,Metálicos,Ouro,kg,"52342465,410000","30735,702720000000000",Au,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Metálicos,Cádmio,t,",000000",",000000000000000",Cd,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Não-Metálicos,Dolomito e Magnesita,-,"15,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,MG,Não-Metálicos,Areias Industriais,-,"1242423,530000",",000000000000000",,"365815,84999999998","23973507,18",",000000",",000000",",000000",",000000"
2016.0,MS,Não-Metálicos,Areia,-,"2424228,070000",",000000000000000",,"1808408,7800000005","24432588,580000006","5247,000000","42978,860000","22990,500000","247088,500000"
2016.0,MS,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"5106407,890000",",000000000000000",,"627235,60999999999","10319549,52","18158,050000","116742,640000",",000000",",000000"
2016.0,MS,Metálicos,Ferro,t,"4864337,680000","2964869,710000000000000",Fe,0,0,",000000",",000000",",000000",",000000"
2016.0,MS,Não-Metálicos,Saibro,-,"216717,160000",",000000000000000",,"219506,92000000004","1567615,1400000001",",000000",",000000",",000000",",000000"
2016.0,MS,Não-Metálicos,Argilas,-,"359608,000000",",000000000000000",,"137936,57000000001","1742697,9399999997",",000000",",000000",",000000",",000000"
2016.0,MS,Não-Metálicos,Talco e outras Cargas Minerais,-,"197094,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,MS,Não-Metálicos,Rochas Ornamentais,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,MS,Metálicos,Manganês,t,"794675,000000","333842,760000000000000",Mn,0,0,",000000",",000000",",000000",",000000"
2016.0,MS,Não-Metálicos,Calcário,-,"3706037,720000",",000000000000000",,"131786,94","3814603,2400000002",",000000",",000000","447573,820000","8759280,710000"
2016.0,MT,Não-Metálicos,Argilas,-,"903632,620000",",000000000000000",,"107961,13","2084098,26","3000,000000","681816,000000","143521,890000","2784396,910000"
2016.0,MT,Não-Metálicos,Talco e outras Cargas Minerais,-,"12133,250000",",000000000000000",,0,0,",000000",",000000","12133,250000","41584,660000"
2016.0,MT,Não-Metálicos,Dolomito e Magnesita,-,"915252,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,MT,Não-Metálicos,Calcário,-,"8425095,190000",",000000000000000",,"30608,669999999998","82706,490000000005",",000000",",000000","828054,390000","20274835,960000"
2016.0,MT,Metálicos,Ouro,kg,"3306241,190000","3058,592110000000000",Au,0,0,",000000",",000000",",000000","191359,360000"
2016.0,MT,Metálicos,Estanho,kg,"173500,000000","193458,000000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2016.0,MT,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"3192497,402300",",000000000000000",,"330155,17229999992","4677643,1461000005","43225,000000","144000,000000","58643,000000","383346,940000"
2016.0,MT,Metálicos,Manganês,t,"45750,000000","26683,600000000000000",Mn,0,0,",000000",",000000","52258,660000","4703279,400000"
2016.0,MT,Gemas e Diamantes,Diamante,ct,"154386,000000","52945,390000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,MT,Não-Metálicos,Areias Industriais,-,"1,300000",",000000000000000",,"1,3",7300,",000000",",000000",",000000",",000000"
2016.0,MT,Não-Metálicos,Areia,-,"1328981,297700",",000000000000000",,"1302662,0376999998","24029468,4639",",000000",",000000",",000000",",000000"
2016.0,MT,Não-Metálicos,Quartzo (Cristal) e outros Piezelétricos,-,"2,640000",",000000000000000",,"2,6400000000000001",10120,",000000",",000000",",000000",",000000"
2016.0,PA,Metálicos,Alumínio (Bauxita),t,"46767625,300000","22312211,600000000000000",Al2O3,0,0,",000000",",000000",",000000",",000000"
2016.0,PA,Não-Metálicos,Areia,-,"679509,020000",",000000000000000",,546152,"5668905,2800000003","900,000000","6000,000000","146319,000000","1137164,000000"
2016.0,PA,Não-Metálicos,Argilas,-,"528778,960000",",000000000000000",,"183322,60999999999","2556605,02",",000000",",000000","309098,440000","5970185,840000"
2016.0,PA,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"2016553,010000",",000000000000000",,"301672,44000000006","3674934,9699999997",",000000",",000000",",000000",",000000"
2016.0,PA,Não-Metálicos,Caulim,-,"2830254,240000",",000000000000000",,"125688,14999999999","5019984,6900000004",",000000",",000000",",000000",",000000"
2016.0,PA,Metálicos,Ouro,kg,"71914892,120000","22953,532770000000000",Au,0,0,",000000",",000000",",000000",",000000"
2016.0,PA,Gemas e Diamantes,Gemas,kg,"473,920000","379144,000000000000000",,"473,92000000000002","519086,90000000002",",000000",",000000",",000000",",000000"
2016.0,PA,Gemas e Diamantes,Diamante,ct,"7000,000000","6775,860000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,PA,Metálicos,Níquel,t,"1710449,600000","34993,270000000000000",Ni,0,0,",000000",",000000",",000000",",000000"
2016.0,PA,Metálicos,Manganês,t,"3204194,760000","1141684,320000000000000",Mn,0,0,",000000",",000000",",000000",",000000"
2016.0,PA,Metálicos,Tungstênio,t,",000000",",000000000000000",WO3,0,0,",000000",",000000",",000000",",000000"
2016.0,PA,Não-Metálicos,Gipsita,-,"11278,330000",",000000000000000",,"11278,33","507524,84999999998",",000000",",000000",",000000",",000000"
2016.0,PA,Metálicos,Estanho,kg,"2705271,250000","2208948,340000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2016.0,PA,Metálicos,Ferro,t,"164545615,200000","107197570,630000000000000",Fe,0,0,",000000",",000000",",000000",",000000"
2016.0,PA,Metálicos,Cobre,t,"72077188,460000","473270,260000000000000",Cu,0,0,",000000",",000000",",000000",",000000"
2016.0,PA,Metálicos,Prata,kg,"117535,770000","618,191100000000000",Ag,0,0,",000000",",000000",",000000",",000000"
2016.0,PA,Não-Metálicos,Saibro,-,"46012,910000",",000000000000000",,"36442,910000000003","236420,43000000002",",000000",",000000","9570,000000","51040,000000"
2016.0,PA,Não-Metálicos,Fosfato,t,"105394,000000","22870,500000000000000",P2O5,0,0,",000000",",000000",",000000",",000000"
2016.0,PA,Não-Metálicos,Areias Industriais,-,"44802,900000",",000000000000000",,"5391,96","933916,19999999995",",000000",",000000",",000000",",000000"
2016.0,PA,Não-Metálicos,Calcário,-,"1899581,450000",",000000000000000",,"784366,68999999994","28230141,850000001",",000000",",000000",",000000",",000000"
2016.0,PB,Não-Metálicos,Minerais Industriais (Outros),-,",010000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,PB,Não-Metálicos,Rochas Ornamentais,-,"17100,730000",",000000000000000",,"13558,9","10693544,660000002","2363,000000",",100000","724,390000","82945,500000"
2016.0,PB,Metálicos,Titânio,t,"262327,660000","62228,550000000000000",TiO2,0,0,",000000",",000000",",000000",",000000"
2016.0,PB,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"1435111,470000",",000000000000000",,"218980,64999999999","5429811,3799999999",",000000",",000000",",000000",",000000"
2016.0,PB,Não-Metálicos,Vermiculita e Perlita,t,"64780,000000",",000000000000000",,64780,"3467481,6400000001",",000000",",000000",",000000",",000000"
2016.0,PB,Não-Metálicos,Mica,-,"1375,900000",",000000000000000",,"1115,7600000000002","474061,94999999995",",000000",",000000","151,140000","155570,900000"
2016.0,PB,Não-Metálicos,Saibro,-,"8962,190000",",000000000000000",,"8962,1900000000005","53991,879999999997",",000000",",000000",",000000",",000000"
2016.0,PB,Metálicos,Tântalo,t,",140000",",140000000000000",Ta2O5,0,0,",000000",",000000",",000000",",000000"
2016.0,PB,Não-Metálicos,Caulim,-,"984,000000",",000000000000000",,984,"149295,29999999999",",000000",",000000",",000000",",000000"
2016.0,PB,Não-Metálicos,Cianita e outros minerais refratários,-,"3255,420000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2016.0,PB,Metálicos,Zircônio,t,"37860,220000","12876,540000000000000",ZrSiO4,0,0,",000000",",000000",",000000",",000000"
2016.0,PB,Não-Metálicos,Argilas,-,"645206,120000",",000000000000000",,"265460,79999999999","6466333,0299999993","5851,000000","76063,000000","5965,000000","29825,000000"
2016.0,PB,Não-Metálicos,Areias Industriais,-,"12256366,180000",",000000000000000",,"4045,3000000000002",211866,",000000",",000000","57933,600000","470925,000000"
2016.0,PB,Não-Metálicos,Areia,-,"1056119,050000",",000000000000000",,"1055211,04","7435567,75",",010000","7644,000000","15,000000","15,000000"
2016.0,PB,Gemas e Diamantes,Gemas,kg,"24,080000","2002,100000000000000",,"0,02",6000,",000000",",000000",",000000",",000000"
2016.0,PB,Não-Metálicos,Rochas Ornamentais - Outras,-,"23022,420000",",000000000000000",,"23022,419999999998",72676,",000000",",000000",",000000",",000000"
2016.0,PB,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"187577,530000",",000000000000000",,"44298,75","3992400,8400000003",",000000",",000000",",000000",",000000"
